time_s,sv_out,spice_out,diff
2.954701981e-06,1.181129295e+00,1.181098705e+00,3.058933344e-05
2.958259720e-06,1.182158995e+00,1.182128519e+00,3.047556238e-05
2.961817460e-06,1.183188549e+00,1.183158194e+00,3.035578531e-05
2.965375200e-06,1.184217958e+00,1.184187717e+00,3.024083608e-05
2.968932940e-06,1.185247223e+00,1.185217093e+00,3.013062883e-05
2.972490679e-06,1.186276345e+00,1.186246327e+00,3.001743759e-05
2.976048419e-06,1.187305323e+00,1.187275421e+00,2.990233320e-05
2.979606159e-06,1.188334158e+00,1.188304373e+00,2.978545079e-05
2.983163899e-06,1.189362853e+00,1.189333177e+00,2.967595725e-05
2.986721638e-06,1.190391406e+00,1.190361840e+00,2.956584785e-05
2.990279378e-06,1.191419820e+00,1.191390372e+00,2.944777124e-05
2.993837118e-06,1.192448093e+00,1.192418756e+00,2.933714858e-05
2.997394858e-06,1.193476229e+00,1.193446999e+00,2.922987902e-05
3.000952597e-06,1.194504226e+00,1.194475110e+00,2.911546107e-05
3.004510337e-06,1.195532086e+00,1.195503083e+00,2.900302835e-05
3.008068077e-06,1.196559808e+00,1.196530915e+00,2.889344348e-05
3.011625817e-06,1.197587396e+00,1.197558607e+00,2.878870946e-05
3.015183557e-06,1.198614847e+00,1.198586169e+00,2.867813359e-05
3.018741296e-06,1.199642164e+00,1.199613597e+00,2.856741222e-05
3.022299036e-06,1.200669347e+00,1.200640888e+00,2.845868481e-05
3.025856776e-06,1.201696397e+00,1.201668040e+00,2.835681426e-05
3.029414516e-06,1.202723313e+00,1.202695070e+00,2.824318376e-05
3.032972255e-06,1.203750099e+00,1.203721961e+00,2.813717107e-05
3.036529995e-06,1.204776752e+00,1.204748723e+00,2.802931453e-05
3.040087735e-06,1.205803275e+00,1.205775352e+00,2.792237472e-05
3.043645475e-06,1.206829668e+00,1.206801852e+00,2.781542490e-05
3.047203214e-06,1.207855931e+00,1.207828223e+00,2.770843123e-05
3.050760954e-06,1.208882067e+00,1.208854463e+00,2.760432926e-05
3.054318694e-06,1.209908073e+00,1.209880573e+00,2.750020545e-05
3.057876434e-06,1.210933953e+00,1.210906562e+00,2.739095734e-05
3.061434173e-06,1.211959705e+00,1.211932413e+00,2.729284855e-05
3.064991913e-06,1.212985332e+00,1.212958142e+00,2.719045929e-05
3.068549653e-06,1.214010833e+00,1.213983751e+00,2.708220316e-05
3.072107393e-06,1.215036209e+00,1.215009230e+00,2.697884112e-05
3.075665132e-06,1.216061461e+00,1.216034588e+00,2.687240262e-05
3.079222872e-06,1.217086589e+00,1.217059818e+00,2.677105259e-05
3.082780612e-06,1.218111594e+00,1.218084926e+00,2.666751919e-05
3.086338352e-06,1.219136476e+00,1.219109905e+00,2.657106005e-05
3.089896091e-06,1.220161237e+00,1.220134770e+00,2.646732695e-05
3.093453831e-06,1.221185877e+00,1.221159508e+00,2.636865707e-05
3.097011571e-06,1.222210396e+00,1.222184127e+00,2.626909343e-05
3.100569311e-06,1.223234794e+00,1.223208625e+00,2.616956170e-05
3.104127051e-06,1.224259074e+00,1.224233011e+00,2.606264744e-05
3.107684790e-06,1.225283235e+00,1.225257269e+00,2.596585144e-05
3.111242530e-06,1.226307278e+00,1.226281407e+00,2.587020372e-05
3.114800270e-06,1.227331202e+00,1.227305434e+00,2.576826544e-05
3.118358010e-06,1.228355010e+00,1.228329341e+00,2.566847545e-05
3.121915749e-06,1.229378702e+00,1.229353128e+00,2.557344321e-05
3.125473489e-06,1.230402277e+00,1.230376805e+00,2.547153810e-05
3.129031229e-06,1.231425737e+00,1.231400362e+00,2.537463699e-05
3.132588969e-06,1.232449083e+00,1.232423808e+00,2.527441443e-05
3.136146708e-06,1.233472314e+00,1.233447135e+00,2.517939420e-05
3.139704448e-06,1.234495432e+00,1.234470351e+00,2.508115362e-05
3.143262188e-06,1.235518437e+00,1.235493448e+00,2.498925565e-05
3.146819928e-06,1.236541329e+00,1.236516443e+00,2.488664657e-05
3.150377667e-06,1.237564109e+00,1.237539319e+00,2.479051823e-05
3.153935407e-06,1.238586779e+00,1.238562085e+00,2.469428479e-05
3.157493147e-06,1.239609337e+00,1.239584731e+00,2.460617348e-05
3.161050887e-06,1.240631786e+00,1.240607273e+00,2.451243557e-05
3.164608626e-06,1.241654124e+00,1.241629708e+00,2.441592544e-05
3.168166366e-06,1.242676353e+00,1.242652034e+00,2.431971169e-05
3.171724106e-06,1.243698475e+00,1.243674249e+00,2.422608344e-05
3.175281846e-06,1.244720488e+00,1.244696354e+00,2.413366648e-05
3.178839585e-06,1.245742393e+00,1.245718349e+00,2.404403322e-05
3.182397325e-06,1.246764191e+00,1.246740243e+00,2.394828686e-05
3.185955065e-06,1.247785883e+00,1.247762028e+00,2.385499502e-05
3.189512805e-06,1.248807470e+00,1.248783702e+00,2.376714255e-05
3.193070545e-06,1.249828950e+00,1.249805277e+00,2.367338818e-05
3.196628284e-06,1.250850326e+00,1.250826741e+00,2.358491316e-05
3.200186024e-06,1.251871598e+00,1.251848105e+00,2.349305768e-05
3.203743764e-06,1.252892766e+00,1.252869369e+00,2.339719820e-05
3.207301504e-06,1.253913831e+00,1.253890523e+00,2.330823662e-05
3.210859243e-06,1.254934793e+00,1.254911577e+00,2.321627304e-05
3.214416983e-06,1.255955653e+00,1.255932521e+00,2.313174397e-05
3.217974723e-06,1.256976410e+00,1.256953374e+00,2.303643496e-05
3.221532463e-06,1.257997068e+00,1.257974118e+00,2.294982681e-05
3.225090202e-06,1.259017623e+00,1.258994761e+00,2.286186523e-05
3.228647942e-06,1.260038079e+00,1.260015304e+00,2.277471746e-05
3.232205682e-06,1.261058435e+00,1.261035744e+00,2.269053093e-05
3.235763422e-06,1.262078692e+00,1.262056097e+00,2.259497946e-05
3.239321161e-06,1.263098850e+00,1.263076340e+00,2.251073631e-05
3.242878901e-06,1.264118910e+00,1.264096483e+00,2.242718989e-05
3.246436641e-06,1.265138873e+00,1.265116535e+00,2.233743621e-05
3.249994381e-06,1.266158738e+00,1.266136488e+00,2.225028916e-05
3.253552120e-06,1.267178506e+00,1.267156340e+00,2.216605903e-05
3.257109860e-06,1.268198179e+00,1.268176103e+00,2.207583291e-05
3.260667600e-06,1.269217755e+00,1.269195765e+00,2.199004420e-05
3.264225340e-06,1.270237235e+00,1.270215327e+00,2.190831058e-05
3.267783079e-06,1.271256621e+00,1.271234799e+00,2.182251086e-05
3.271340819e-06,1.272275913e+00,1.272254180e+00,2.173261505e-05
3.274898559e-06,1.273295112e+00,1.273273462e+00,2.164923276e-05
3.278456299e-06,1.274314216e+00,1.274292645e+00,2.157155320e-05
3.282014038e-06,1.275333227e+00,1.275311746e+00,2.148156930e-05
3.285571778e-06,1.276352147e+00,1.276330747e+00,2.139957338e-05
3.289129518e-06,1.277370973e+00,1.277349659e+00,2.131428720e-05
3.292687258e-06,1.278389709e+00,1.278368470e+00,2.123885887e-05
3.296244998e-06,1.279408353e+00,1.279387201e+00,2.115184693e-05
3.299802737e-06,1.280426907e+00,1.280405832e+00,2.107442762e-05
3.303360477e-06,1.281445370e+00,1.281424380e+00,2.099019445e-05
3.306918217e-06,1.282463744e+00,1.282442831e+00,2.091278486e-05
3.310475957e-06,1.283482028e+00,1.283461202e+00,2.082660954e-05
3.314033696e-06,1.284500224e+00,1.284479482e+00,2.074149428e-05
3.317591436e-06,1.285518331e+00,1.285497663e+00,2.066775533e-05
3.321149176e-06,1.286536350e+00,1.286515764e+00,2.058650893e-05
3.324706916e-06,1.287554282e+00,1.287533774e+00,2.050832160e-05
3.328264655e-06,1.288572126e+00,1.288551704e+00,2.042212626e-05
3.331822395e-06,1.289589884e+00,1.289569545e+00,2.033985985e-05
3.335380135e-06,1.290607556e+00,1.290587295e+00,2.026136417e-05
3.338937875e-06,1.291625142e+00,1.291604955e+00,2.018709576e-05
3.342495614e-06,1.292642642e+00,1.292622535e+00,2.010761810e-05
3.346053354e-06,1.293660059e+00,1.293640034e+00,2.002442279e-05
3.349611094e-06,1.294677389e+00,1.294657444e+00,1.994495515e-05
3.353168834e-06,1.295694637e+00,1.295674764e+00,1.987261766e-05
3.356726573e-06,1.296711800e+00,1.296692004e+00,1.979611298e-05
3.360284313e-06,1.297728880e+00,1.297709163e+00,1.971672244e-05
3.363842053e-06,1.298745877e+00,1.298726233e+00,1.964438396e-05
3.367399793e-06,1.299762792e+00,1.299743232e+00,1.955998842e-05
3.370957532e-06,1.300779625e+00,1.300760141e+00,1.948359087e-05
3.374515272e-06,1.301796376e+00,1.301776967e+00,1.940899830e-05
3.378073012e-06,1.302813046e+00,1.302793707e+00,1.933959752e-05
3.381630752e-06,1.303829636e+00,1.303810376e+00,1.926014570e-05
3.385188492e-06,1.304846144e+00,1.304826955e+00,1.918961071e-05
3.388746231e-06,1.305862573e+00,1.305843463e+00,1.911024206e-05
3.392303971e-06,1.306878923e+00,1.306859892e+00,1.903074419e-05
3.395861711e-06,1.307895193e+00,1.307876231e+00,1.896229337e-05
3.399419451e-06,1.308911384e+00,1.308892499e+00,1.888479851e-05
3.402977190e-06,1.309927497e+00,1.309908688e+00,1.880930564e-05
3.406534930e-06,1.310943532e+00,1.310924796e+00,1.873581478e-05
3.410092670e-06,1.311959489e+00,1.311940825e+00,1.866432592e-05
3.413650410e-06,1.312975370e+00,1.312956773e+00,1.859679903e-05
3.417208149e-06,1.313991172e+00,1.313972651e+00,1.852132209e-05
3.420765889e-06,1.315006900e+00,1.314988449e+00,1.845077417e-05
3.424323629e-06,1.316022550e+00,1.316004177e+00,1.837330633e-05
3.427881369e-06,1.317038125e+00,1.317019825e+00,1.829980446e-05
3.431439108e-06,1.318053625e+00,1.318035393e+00,1.823222460e-05
3.434996848e-06,1.319069049e+00,1.319050891e+00,1.815872173e-05
3.438554588e-06,1.320084400e+00,1.320066318e+00,1.808125680e-05
3.442112328e-06,1.321099676e+00,1.321081656e+00,1.801960892e-05
3.445670067e-06,1.322114878e+00,1.322096931e+00,1.794691062e-05
3.449227807e-06,1.323130007e+00,1.323112128e+00,1.787835647e-05
3.452785547e-06,1.324145063e+00,1.324127256e+00,1.780683936e-05
3.456343287e-06,1.325160045e+00,1.325142313e+00,1.773230023e-05
3.459901026e-06,1.326174956e+00,1.326157290e+00,1.766564212e-05
3.463458766e-06,1.327189795e+00,1.327172198e+00,1.759710900e-05
3.467016506e-06,1.328204561e+00,1.328187035e+00,1.752643688e-05
3.470574246e-06,1.329219258e+00,1.329201802e+00,1.745588573e-05
3.474131986e-06,1.330233882e+00,1.330216489e+00,1.739320060e-05
3.477689725e-06,1.331248437e+00,1.331231116e+00,1.732065846e-05
3.481247465e-06,1.332262920e+00,1.332245663e+00,1.725693930e-05
3.484805205e-06,1.333277334e+00,1.333260150e+00,1.718440717e-05
3.488362945e-06,1.334291679e+00,1.334274566e+00,1.711286604e-05
3.491920684e-06,1.335305954e+00,1.335288903e+00,1.705113786e-05
3.495478424e-06,1.336320161e+00,1.336303180e+00,1.698138266e-05
3.499036164e-06,1.337334299e+00,1.337317386e+00,1.691285654e-05
3.502593904e-06,1.338348369e+00,1.338331523e+00,1.684611035e-05
3.506151643e-06,1.339362372e+00,1.339345589e+00,1.678232612e-05
3.509709383e-06,1.340376306e+00,1.340359595e+00,1.671080300e-05
3.513267123e-06,1.341390174e+00,1.341373522e+00,1.665210775e-05
3.516824863e-06,1.342403974e+00,1.342387385e+00,1.658909619e-05
3.520382602e-06,1.343417709e+00,1.343401191e+00,1.651759287e-05
3.523940342e-06,1.344431377e+00,1.344414917e+00,1.645978745e-05
3.527498082e-06,1.345444980e+00,1.345428593e+00,1.638630314e-05
3.531055822e-06,1.346458516e+00,1.346442189e+00,1.632651274e-05
3.534613561e-06,1.347471988e+00,1.347455725e+00,1.626270231e-05
3.538171301e-06,1.348485395e+00,1.348469201e+00,1.619388788e-05
3.541729041e-06,1.349498737e+00,1.349482607e+00,1.613043061e-05
3.545286781e-06,1.350512016e+00,1.350495943e+00,1.607324701e-05
3.548844520e-06,1.351525230e+00,1.351509228e+00,1.600179975e-05
3.552402260e-06,1.352538382e+00,1.352522444e+00,1.593797631e-05
3.555960000e-06,1.353551470e+00,1.353535588e+00,1.588238278e-05
