time_s,sv_out,spice_out,diff
1.777980000e-09,0.000000000e+00,5.362880702e-05,-5.362880702e-05
5.335719760e-09,3.221897826e-04,4.599977309e-04,-1.378079483e-04
8.893459520e-09,1.018495336e-03,1.211768696e-03,-1.932733602e-04
1.245119928e-08,2.031172835e-03,2.259744039e-03,-2.285712044e-04
1.600893904e-08,3.311188188e-03,3.559600755e-03,-2.484125675e-04
1.956667880e-08,4.816904305e-03,5.073460504e-03,-2.565561991e-04
2.312441856e-08,6.512966210e-03,6.768953374e-03,-2.559871647e-04
2.668215832e-08,8.369354194e-03,8.618417770e-03,-2.490635756e-04
3.023989808e-08,1.036057966e-02,1.059821645e-02,-2.376367867e-04
3.379763784e-08,1.246500221e-02,1.268815204e-02,-2.231498372e-04
3.735537760e-08,1.466424954e-02,1.487096713e-02,-2.067175911e-04
4.091311736e-08,1.694272498e-02,1.713191739e-02,-1.891924127e-04
4.447085712e-08,1.928718900e-02,1.945840642e-02,-1.712174172e-04
4.802859688e-08,2.168640401e-02,2.183967362e-02,-1.532696071e-04
5.158633664e-08,2.413083254e-02,2.426652790e-02,-1.356953649e-04
5.514407640e-08,2.661238102e-02,2.673111915e-02,-1.187381308e-04
5.870181616e-08,2.912418209e-02,2.922674365e-02,-1.025615568e-04
6.225955592e-08,3.166040978e-02,3.174767770e-02,-8.726791795e-05
6.581729568e-08,3.421612253e-02,3.428903480e-02,-7.291227233e-05
6.937503544e-08,3.678712982e-02,3.684664462e-02,-5.951479941e-05
7.293277520e-08,3.936987900e-02,3.941694824e-02,-4.706924201e-05
7.649051495e-08,4.196135909e-02,4.199691001e-02,-3.555091775e-05
8.004825471e-08,4.455901912e-02,4.458394091e-02,-2.492179433e-05
8.360599447e-08,4.716069875e-02,4.717583402e-02,-1.513526932e-05
8.716373423e-08,4.976456939e-02,4.977070889e-02,-6.139495250e-06
9.072147399e-08,5.236908417e-02,5.236696399e-02,2.120179991e-06
9.427921375e-08,5.497293542e-02,5.496323640e-02,9.699021701e-06
9.783695351e-08,5.757501861e-02,5.755836670e-02,1.665191623e-05
1.013946933e-07,6.017440170e-02,6.015137001e-02,2.303169137e-05
1.049524330e-07,6.277029910e-02,6.274140961e-02,2.888949749e-05
1.085101728e-07,6.536204962e-02,6.532777766e-02,3.427196301e-05
1.120679126e-07,6.794909760e-02,6.790987212e-02,3.922548239e-05
1.156256523e-07,7.053097705e-02,7.048718700e-02,4.379004904e-05
1.191833921e-07,7.310729809e-02,7.305929286e-02,4.800522554e-05
1.227411318e-07,7.567773542e-02,7.562583054e-02,5.190487727e-05
1.262988716e-07,7.824201860e-02,7.818649624e-02,5.552235474e-05
1.298566114e-07,8.079992372e-02,8.074103838e-02,5.888533714e-05
1.334143511e-07,8.335126637e-02,8.328924493e-02,6.202143915e-05
1.369720909e-07,8.589589567e-02,8.583094262e-02,6.495304523e-05
1.405298306e-07,8.843368914e-02,8.836598627e-02,6.770286654e-05
1.440875704e-07,9.096454848e-02,9.089425977e-02,7.028870974e-05
1.476453102e-07,9.348839581e-02,9.341566682e-02,7.272898875e-05
1.512030499e-07,9.600517058e-02,9.593013296e-02,7.503762486e-05
1.547607897e-07,9.851482702e-02,9.843759727e-02,7.722975077e-05
1.583185294e-07,1.010173318e-01,1.009380162e-01,7.931560923e-05
1.618762692e-07,1.035126620e-01,1.034313533e-01,8.130860702e-05
1.654340089e-07,1.060008037e-01,1.059175884e-01,8.321530943e-05
1.689917487e-07,1.084817508e-01,1.083967041e-01,8.504662161e-05
1.725494885e-07,1.109555033e-01,1.108686945e-01,8.680885739e-05
1.761072282e-07,1.134220667e-01,1.133335580e-01,8.850864864e-05
1.796649680e-07,1.158814510e-01,1.157912994e-01,9.015163464e-05
1.832227077e-07,1.183336701e-01,1.182419266e-01,9.174354406e-05
1.867804475e-07,1.207787413e-01,1.206854521e-01,9.328916922e-05
1.903381873e-07,1.232166843e-01,1.231218925e-01,9.479175977e-05
1.938959270e-07,1.256475213e-01,1.255512656e-01,9.625563704e-05
1.974536668e-07,1.280712764e-01,1.279735930e-01,9.768339394e-05
2.010114065e-07,1.304879753e-01,1.303888983e-01,9.907703378e-05
2.045691463e-07,1.328976449e-01,1.327972040e-01,1.004409514e-04
2.081268861e-07,1.353003135e-01,1.351985378e-01,1.017757212e-04
2.116846258e-07,1.376960100e-01,1.375929263e-01,1.030837276e-04
2.152423656e-07,1.400847642e-01,1.399803980e-01,1.043662371e-04
2.188001053e-07,1.424666065e-01,1.423609807e-01,1.056258154e-04
2.223578451e-07,1.448415678e-01,1.447347057e-01,1.068621386e-04
2.259155849e-07,1.472096795e-01,1.471016017e-01,1.080777423e-04
2.294733246e-07,1.495709730e-01,1.494617002e-01,1.092728240e-04
2.330310644e-07,1.519254802e-01,1.518150318e-01,1.104484063e-04
2.365888041e-07,1.542732332e-01,1.541616281e-01,1.116050708e-04
2.401465439e-07,1.566142640e-01,1.565015188e-01,1.127452336e-04
2.437042837e-07,1.589486049e-01,1.588347380e-01,1.138668948e-04
2.472620234e-07,1.612762882e-01,1.611613158e-01,1.149724666e-04
2.508197632e-07,1.635973462e-01,1.634812852e-01,1.160610385e-04
2.543775029e-07,1.659118110e-01,1.657946771e-01,1.171339129e-04
2.579352427e-07,1.682197149e-01,1.681015231e-01,1.181917735e-04
2.614929825e-07,1.705210901e-01,1.704018556e-01,1.192345414e-04
2.650507222e-07,1.728159688e-01,1.726957060e-01,1.202627164e-04
2.686084620e-07,1.751043829e-01,1.749831062e-01,1.212766728e-04
2.721662017e-07,1.773863643e-01,1.772640885e-01,1.222758326e-04
2.757239415e-07,1.796619449e-01,1.795386826e-01,1.232623542e-04
2.792816813e-07,1.819311565e-01,1.818069227e-01,1.242337848e-04
2.828394210e-07,1.841940305e-01,1.840688378e-01,1.251926900e-04
2.863971608e-07,1.864505985e-01,1.863244610e-01,1.261374866e-04
2.899549005e-07,1.887008918e-01,1.885738212e-01,1.270705387e-04
2.935126403e-07,1.909449416e-01,1.908169518e-01,1.279897651e-04
2.970703801e-07,1.931827789e-01,1.930538823e-01,1.288966625e-04
3.006281198e-07,1.954144349e-01,1.952846443e-01,1.297906144e-04
3.041858596e-07,1.976399402e-01,1.975092673e-01,1.306728280e-04
3.077435993e-07,1.998593255e-01,1.997277829e-01,1.315425965e-04
3.113013391e-07,2.020726212e-01,2.019402215e-01,1.323997181e-04
3.148590789e-07,2.042798578e-01,2.041466127e-01,1.332450972e-04
3.184168186e-07,2.064810656e-01,2.063469862e-01,1.340793735e-04
3.219745584e-07,2.086762745e-01,2.085413743e-01,1.349002284e-04
3.255322981e-07,2.108655146e-01,2.107298037e-01,1.357109080e-04
3.290900379e-07,2.130488156e-01,2.129123067e-01,1.365089349e-04
3.326477777e-07,2.152262072e-01,2.150889103e-01,1.372969107e-04
3.362055174e-07,2.173977188e-01,2.172596465e-01,1.380722771e-04
3.397632572e-07,2.195633799e-01,2.194245430e-01,1.388368531e-04
3.433209969e-07,2.217232197e-01,2.215836295e-01,1.395901376e-04
3.468787367e-07,2.238772671e-01,2.237369345e-01,1.403326039e-04
3.504364765e-07,2.260255513e-01,2.258844875e-01,1.410638056e-04
3.539942162e-07,2.281681009e-01,2.280263160e-01,1.417848573e-04
3.575519560e-07,2.303049445e-01,2.301624503e-01,1.424942061e-04
3.611096957e-07,2.324361108e-01,2.322929165e-01,1.431942229e-04
3.646674355e-07,2.345616280e-01,2.344177456e-01,1.438824111e-04
3.682251753e-07,2.366815245e-01,2.365369634e-01,1.445610348e-04
3.717829150e-07,2.387958281e-01,2.386506001e-01,1.452279371e-04
3.753406548e-07,2.409045669e-01,2.407586809e-01,1.458860082e-04
3.788983945e-07,2.430077687e-01,2.428612357e-01,1.465329956e-04
3.824561343e-07,2.451054612e-01,2.449582905e-01,1.471706695e-04
3.860138741e-07,2.471976718e-01,2.470498743e-01,1.477975095e-04
3.895716138e-07,2.492844281e-01,2.491360131e-01,1.484150606e-04
3.931293536e-07,2.513657571e-01,2.512167351e-01,1.490220241e-04
3.966870933e-07,2.534416861e-01,2.532920662e-01,1.496199348e-04
4.002448331e-07,2.555122420e-01,2.553620337e-01,1.502083360e-04
4.038025729e-07,2.575774516e-01,2.574266651e-01,1.507865730e-04
4.073603126e-07,2.596373417e-01,2.594859867e-01,1.513550354e-04
4.109180524e-07,2.616919389e-01,2.615400237e-01,1.519152148e-04
4.144757921e-07,2.637412695e-01,2.635888049e-01,1.524645105e-04
4.180335319e-07,2.657853598e-01,2.656323543e-01,1.530055199e-04
4.215912717e-07,2.678242362e-01,2.676706994e-01,1.535368118e-04
4.251490114e-07,2.698579246e-01,2.697038647e-01,1.540599910e-04
4.287067512e-07,2.718864511e-01,2.717318782e-01,1.545728178e-04
4.322644909e-07,2.739098411e-01,2.737547634e-01,1.550777244e-04
4.358222307e-07,2.759281207e-01,2.757725479e-01,1.555727464e-04
4.393799705e-07,2.779413151e-01,2.777852549e-01,1.560601686e-04
4.429377102e-07,2.799494498e-01,2.797929124e-01,1.565374234e-04
4.464954500e-07,2.819525502e-01,2.817955434e-01,1.570067633e-04
4.500531897e-07,2.839506414e-01,2.837931740e-01,1.574674153e-04
4.536109295e-07,2.859437483e-01,2.857858284e-01,1.579199566e-04
4.571686692e-07,2.879318960e-01,2.877735322e-01,1.583637797e-04
4.607264090e-07,2.899151092e-01,2.897563097e-01,1.587994292e-04
4.642841488e-07,2.918934124e-01,2.917341868e-01,1.592256416e-04
4.678418885e-07,2.938668303e-01,2.937071856e-01,1.596446902e-04
4.713996283e-07,2.958353873e-01,2.956753314e-01,1.600559377e-04
4.749573680e-07,2.977991077e-01,2.976386495e-01,1.604581934e-04
4.785151078e-07,2.997580156e-01,2.995971626e-01,1.608529512e-04
4.820728476e-07,3.017121351e-01,3.015508955e-01,1.612395570e-04
4.856305873e-07,3.036614900e-01,3.034998715e-01,1.616185501e-04
4.891883271e-07,3.056061042e-01,3.054441149e-01,1.619893266e-04
4.927460668e-07,3.075460015e-01,3.073836485e-01,1.623529651e-04
4.963038066e-07,3.094812052e-01,3.093184968e-01,1.627083963e-04
4.998615464e-07,3.114117390e-01,3.112486822e-01,1.630568407e-04
5.034192861e-07,3.133376261e-01,3.131742285e-01,1.633975961e-04
5.069770259e-07,3.152588898e-01,3.150951596e-01,1.637302152e-04
5.105347656e-07,3.171755530e-01,3.170114969e-01,1.640561470e-04
5.140925054e-07,3.190876390e-01,3.189232650e-01,1.643740051e-04
5.176502452e-07,3.209951704e-01,3.208304853e-01,1.646851552e-04
5.212079849e-07,3.228981701e-01,3.227331808e-01,1.649893806e-04
5.247657247e-07,3.247966607e-01,3.246313751e-01,1.652856079e-04
5.283234644e-07,3.266906647e-01,3.265250897e-01,1.655749979e-04
5.318812042e-07,3.285802045e-01,3.284143464e-01,1.658581162e-04
5.354389440e-07,3.304653025e-01,3.302991693e-01,1.661332421e-04
5.389966837e-07,3.323459809e-01,3.321795783e-01,1.664025647e-04
5.425544235e-07,3.342222616e-01,3.340555976e-01,1.666640124e-04
5.461121632e-07,3.360941668e-01,3.359272471e-01,1.669196395e-04
5.496699030e-07,3.379617182e-01,3.377945499e-01,1.671682633e-04
5.532276428e-07,3.398249376e-01,3.396575279e-01,1.674097432e-04
5.567853825e-07,3.416838466e-01,3.415162013e-01,1.676453116e-04
5.603431223e-07,3.435384669e-01,3.433705928e-01,1.678741003e-04
5.639008620e-07,3.453888197e-01,3.452207238e-01,1.680958782e-04
5.674586018e-07,3.472349265e-01,3.470666141e-01,1.683123632e-04
5.710163416e-07,3.490768085e-01,3.489082869e-01,1.685215199e-04
5.745740813e-07,3.509144867e-01,3.507457610e-01,1.687256507e-04
5.781318211e-07,3.527479821e-01,3.525790605e-01,1.689216568e-04
5.816895608e-07,3.545773157e-01,3.544082027e-01,1.691130988e-04
5.852473006e-07,3.564025083e-01,3.562332111e-01,1.692972048e-04
5.888050404e-07,3.582235805e-01,3.580541039e-01,1.694766504e-04
5.923627801e-07,3.600405529e-01,3.598709044e-01,1.696485400e-04
5.959205199e-07,3.618534461e-01,3.616836304e-01,1.698157331e-04
5.994782596e-07,3.636622803e-01,3.634923039e-01,1.699764445e-04
6.030359994e-07,3.654670759e-01,3.652969440e-01,1.701319913e-04
6.065937392e-07,3.672678530e-01,3.670975726e-01,1.702804260e-04
6.101514789e-07,3.690646318e-01,3.688942071e-01,1.704247321e-04
6.137092187e-07,3.708574322e-01,3.706868700e-01,1.705622383e-04
6.172669584e-07,3.726462741e-01,3.724755795e-01,1.706945245e-04
6.208246982e-07,3.744311772e-01,3.742603566e-01,1.708205820e-04
6.243824380e-07,3.762121612e-01,3.760412186e-01,1.709425857e-04
6.279401777e-07,3.779892458e-01,3.778181882e-01,1.710576638e-04
6.314979175e-07,3.797624504e-01,3.795912823e-01,1.711680816e-04
6.350556572e-07,3.815317943e-01,3.813605215e-01,1.712728441e-04
6.386133970e-07,3.832972970e-01,3.831259243e-01,1.713727083e-04
6.421711368e-07,3.850589775e-01,3.848875109e-01,1.714665174e-04
6.457288765e-07,3.868168549e-01,3.866452993e-01,1.715556273e-04
6.492866163e-07,3.885709484e-01,3.883993086e-01,1.716397473e-04
6.528443560e-07,3.903212766e-01,3.901495584e-01,1.717181896e-04
6.564020958e-07,3.920678586e-01,3.918960665e-01,1.717921025e-04
6.599598356e-07,3.938107130e-01,3.936388521e-01,1.718609195e-04
6.635175753e-07,3.955498583e-01,3.953779337e-01,1.719246129e-04
6.670753151e-07,3.972853133e-01,3.971133300e-01,1.719832747e-04
6.706330548e-07,3.990170962e-01,3.988450586e-01,1.720375862e-04
6.741907946e-07,4.007452255e-01,4.005731390e-01,1.720865462e-04
6.777485344e-07,4.024697194e-01,4.022975882e-01,1.721311944e-04
6.813062741e-07,4.041905960e-01,4.040184254e-01,1.721705623e-04
6.848640139e-07,4.059078735e-01,4.057356678e-01,1.722056508e-04
6.884217536e-07,4.076215697e-01,4.074493340e-01,1.722356687e-04
6.919794934e-07,4.093317027e-01,4.091594413e-01,1.722614412e-04
6.955372332e-07,4.110382901e-01,4.108660073e-01,1.722827252e-04
6.990949729e-07,4.127413498e-01,4.125690508e-01,1.722990919e-04
7.026527127e-07,4.144408993e-01,4.142685881e-01,1.723112691e-04
7.062104524e-07,4.161369562e-01,4.159646367e-01,1.723195080e-04
7.097681922e-07,4.178295380e-01,4.176572154e-01,1.723226360e-04
7.133259320e-07,4.195186620e-01,4.193463399e-01,1.723220042e-04
7.168836717e-07,4.212043454e-01,4.210320288e-01,1.723165824e-04
7.204414115e-07,4.228866055e-01,4.227142986e-01,1.723068843e-04
7.239991512e-07,4.245654593e-01,4.243931657e-01,1.722935935e-04
7.275568910e-07,4.262409239e-01,4.260686481e-01,1.722757651e-04
7.311146308e-07,4.279130163e-01,4.277407626e-01,1.722536639e-04
7.346723705e-07,4.295817532e-01,4.294095252e-01,1.722279512e-04
7.382301103e-07,4.312471515e-01,4.310749533e-01,1.721981984e-04
7.417878500e-07,4.329092276e-01,4.327370642e-01,1.721634844e-04
7.453455898e-07,4.345679985e-01,4.343958728e-01,1.721257373e-04
7.489033295e-07,4.362234805e-01,4.360513971e-01,1.720834619e-04
7.524610693e-07,4.378756901e-01,4.377036521e-01,1.720379697e-04
7.560188091e-07,4.395246435e-01,4.393526554e-01,1.719881099e-04
7.595765488e-07,4.411703571e-01,4.409984220e-01,1.719351095e-04
7.631342886e-07,4.428128471e-01,4.426409697e-01,1.718774194e-04
7.666920283e-07,4.444521296e-01,4.442803119e-01,1.718176701e-04
7.702497681e-07,4.460882205e-01,4.459164682e-01,1.717522920e-04
7.738075079e-07,4.477211358e-01,4.475494512e-01,1.716846153e-04
7.773652476e-07,4.493508916e-01,4.491792786e-01,1.716129902e-04
7.809229874e-07,4.509775033e-01,4.508059661e-01,1.715371569e-04
7.844807271e-07,4.526009869e-01,4.524295281e-01,1.714587778e-04
7.880384669e-07,4.542213579e-01,4.540499816e-01,1.713763089e-04
7.915962067e-07,4.558386318e-01,4.556673413e-01,1.712905567e-04
7.951539464e-07,4.574528243e-01,4.572816228e-01,1.712014838e-04
7.987116862e-07,4.590639505e-01,4.588928423e-01,1.711082160e-04
8.022694259e-07,4.606720260e-01,4.605010126e-01,1.710133237e-04
8.058271657e-07,4.622770658e-01,4.621061523e-01,1.709135086e-04
8.093849055e-07,4.638790852e-01,4.637082743e-01,1.708108972e-04
8.129426452e-07,4.654780993e-01,4.653073940e-01,1.707053225e-04
8.165003850e-07,4.670741231e-01,4.669035263e-01,1.705968133e-04
8.200581247e-07,4.686671715e-01,4.684966870e-01,1.704844868e-04
8.236158645e-07,4.702572593e-01,4.700868902e-01,1.703691398e-04
8.271736043e-07,4.718444015e-01,4.716741511e-01,1.702504615e-04
8.307313440e-07,4.734286127e-01,4.732584835e-01,1.701292150e-04
8.342890838e-07,4.750099075e-01,4.748399023e-01,1.700051874e-04
8.378468235e-07,4.765883005e-01,4.764184230e-01,1.698775164e-04
8.414045633e-07,4.781638062e-01,4.779940589e-01,1.697472888e-04
8.449623031e-07,4.797364391e-01,4.795668248e-01,1.696143450e-04
8.485200428e-07,4.813062134e-01,4.811367361e-01,1.694773239e-04
8.520777826e-07,4.828731436e-01,4.827038051e-01,1.693384847e-04
8.556355223e-07,4.844372437e-01,4.842680470e-01,1.691967425e-04
8.591932621e-07,4.859985279e-01,4.858294760e-01,1.690519413e-04
8.627510019e-07,4.875570103e-01,4.873881059e-01,1.689044390e-04
8.663087416e-07,4.891127049e-01,4.889439505e-01,1.687543919e-04
8.698664814e-07,4.906656256e-01,4.904970241e-01,1.686015167e-04
8.734242211e-07,4.922157864e-01,4.920473402e-01,1.684461291e-04
8.769819609e-07,4.937632008e-01,4.935949130e-01,1.682877477e-04
8.805397007e-07,4.953078828e-01,4.951397561e-01,1.681266935e-04
8.840974404e-07,4.968498459e-01,4.966818824e-01,1.679634246e-04
8.876551802e-07,4.983891036e-01,4.982213064e-01,1.677972192e-04
8.912129199e-07,4.999256697e-01,4.997580411e-01,1.676285491e-04
8.947706597e-07,5.014595574e-01,5.012920998e-01,1.674576522e-04
8.983283995e-07,5.029907802e-01,5.028234960e-01,1.672842324e-04
9.018861392e-07,5.045193514e-01,5.043522431e-01,1.671082844e-04
9.054438790e-07,5.060452842e-01,5.058783545e-01,1.669296855e-04
9.090016187e-07,5.075685919e-01,5.074018425e-01,1.667493429e-04
9.125593585e-07,5.090892874e-01,5.089227218e-01,1.665655776e-04
9.161170983e-07,5.106073840e-01,5.104410032e-01,1.663808037e-04
9.196748380e-07,5.121228945e-01,5.119567021e-01,1.661923641e-04
9.232325778e-07,5.136358319e-01,5.134698289e-01,1.660029637e-04
9.267903175e-07,5.151462090e-01,5.149803986e-01,1.658103756e-04
9.303480573e-07,5.166540387e-01,5.164884225e-01,1.656161730e-04
9.339057971e-07,5.181593336e-01,5.179939141e-01,1.654194823e-04
9.374635368e-07,5.196621065e-01,5.194968855e-01,1.652209506e-04
9.410212766e-07,5.211623698e-01,5.209973500e-01,1.650198300e-04
9.445790163e-07,5.226601363e-01,5.224953191e-01,1.648172455e-04
9.481367561e-07,5.241554183e-01,5.239908070e-01,1.646113525e-04
9.516944959e-07,5.256482283e-01,5.254838234e-01,1.644049047e-04
9.552522356e-07,5.271385785e-01,5.269743833e-01,1.641952017e-04
9.588099754e-07,5.286264813e-01,5.284624972e-01,1.639841291e-04
9.623677151e-07,5.301119490e-01,5.299481779e-01,1.637710241e-04
9.659254549e-07,5.315949936e-01,5.314314377e-01,1.635558948e-04
9.694831947e-07,5.330756274e-01,5.329122887e-01,1.633387226e-04
9.730409344e-07,5.345538622e-01,5.343907424e-01,1.631198362e-04
9.765986742e-07,5.360297103e-01,5.358668120e-01,1.628982386e-04
9.801564139e-07,5.375031833e-01,5.373405071e-01,1.626762262e-04
9.837141537e-07,5.389742933e-01,5.388118424e-01,1.624508614e-04
9.872718935e-07,5.404430520e-01,5.402808272e-01,1.622247975e-04
9.908296332e-07,5.419094711e-01,5.417474750e-01,1.619961512e-04
9.943873730e-07,5.433735624e-01,5.432117956e-01,1.617668101e-04
9.979451127e-07,5.448353376e-01,5.446738026e-01,1.615349687e-04
1.001502852e-06,5.462948080e-01,5.461335073e-01,1.613007400e-04
1.005060592e-06,5.477519854e-01,5.475909199e-01,1.610655187e-04
1.008618332e-06,5.492068810e-01,5.490460524e-01,1.608286215e-04
1.012176072e-06,5.506595065e-01,5.504989163e-01,1.605901496e-04
1.015733812e-06,5.521098729e-01,5.519495229e-01,1.603500230e-04
1.019291551e-06,5.535579918e-01,5.533978839e-01,1.601078668e-04
1.022849291e-06,5.550038743e-01,5.548440099e-01,1.598643283e-04
1.026407031e-06,5.564475314e-01,5.562879080e-01,1.596234428e-04
1.029964771e-06,5.578889745e-01,5.577295972e-01,1.593772827e-04
1.033522510e-06,5.593282145e-01,5.591690855e-01,1.591289951e-04
1.037080250e-06,5.607652625e-01,5.606063826e-01,1.588798931e-04
1.040637990e-06,5.622001294e-01,5.620415012e-01,1.586281655e-04
1.044195730e-06,5.636328261e-01,5.634744500e-01,1.583760890e-04
1.047753469e-06,5.650633634e-01,5.649052416e-01,1.581218663e-04
1.051311209e-06,5.664917521e-01,5.663338854e-01,1.578667928e-04
1.054868949e-06,5.679180031e-01,5.677603927e-01,1.576104363e-04
1.058426689e-06,5.693421268e-01,5.691847749e-01,1.573519310e-04
1.061984428e-06,5.707641341e-01,5.706070414e-01,1.570927512e-04
1.065542168e-06,5.721840354e-01,5.720272037e-01,1.568316925e-04
1.069099908e-06,5.736018413e-01,5.734452717e-01,1.565695926e-04
1.072657648e-06,5.750175622e-01,5.748612560e-01,1.563062537e-04
1.076215387e-06,5.764312086e-01,5.762751669e-01,1.560416902e-04
1.079773127e-06,5.778427908e-01,5.776870148e-01,1.557760001e-04
1.083330867e-06,5.792523191e-01,5.790968103e-01,1.555088106e-04
1.086888607e-06,5.806598039e-01,5.805045639e-01,1.552400376e-04
1.090446346e-06,5.820652552e-01,5.819102842e-01,1.549710942e-04
1.094004086e-06,5.834686833e-01,5.833139831e-01,1.547002194e-04
1.097561826e-06,5.848700983e-01,5.847156659e-01,1.544324418e-04
1.101119566e-06,5.862695103e-01,5.861153513e-01,1.541589214e-04
1.104677306e-06,5.876669291e-01,5.875130442e-01,1.538849196e-04
1.108235045e-06,5.890623649e-01,5.889087552e-01,1.536097679e-04
1.111792785e-06,5.904558275e-01,5.903024939e-01,1.533335842e-04
1.115350525e-06,5.918473267e-01,5.916942705e-01,1.530562682e-04
1.118908265e-06,5.932368724e-01,5.930840948e-01,1.527776196e-04
1.122466004e-06,5.946244744e-01,5.944719767e-01,1.524976934e-04
1.126023744e-06,5.960101423e-01,5.958579244e-01,1.522179044e-04
1.129581484e-06,5.973938858e-01,5.972419499e-01,1.519358836e-04
1.133139224e-06,5.987757146e-01,5.986240613e-01,1.516532354e-04
1.136696963e-06,6.001556381e-01,6.000042683e-01,1.513698135e-04
1.140254703e-06,6.015336659e-01,6.013825805e-01,1.510854362e-04
1.143812443e-06,6.029098076e-01,6.027590072e-01,1.508003219e-04
1.147370183e-06,6.042840724e-01,6.041335586e-01,1.505137728e-04
1.150927922e-06,6.056564698e-01,6.055062429e-01,1.502269278e-04
1.154485662e-06,6.070270092e-01,6.068770705e-01,1.499386893e-04
1.158043402e-06,6.083956997e-01,6.082460493e-01,1.496503487e-04
1.161601142e-06,6.097625506e-01,6.096131902e-01,1.493604784e-04
1.165158881e-06,6.111275712e-01,6.109785020e-01,1.490692100e-04
1.168716621e-06,6.124907706e-01,6.123419886e-01,1.487819419e-04
1.172274361e-06,6.138521578e-01,6.137036682e-01,1.484896076e-04
1.175832101e-06,6.152117419e-01,6.150635454e-01,1.481965779e-04
1.179389840e-06,6.165695320e-01,6.164216286e-01,1.479033830e-04
1.182947580e-06,6.179255370e-01,6.177779286e-01,1.476083937e-04
1.186505320e-06,6.192797658e-01,6.191324526e-01,1.473131714e-04
1.190063060e-06,6.206322273e-01,6.204852104e-01,1.470168554e-04
1.193620800e-06,6.219829303e-01,6.218362099e-01,1.467203469e-04
1.197178539e-06,6.233318835e-01,6.231854605e-01,1.464229705e-04
1.200736279e-06,6.246790959e-01,6.245329710e-01,1.461249684e-04
1.204294019e-06,6.260245760e-01,6.258787499e-01,1.458260853e-04
1.207851759e-06,6.273683325e-01,6.272228059e-01,1.455265995e-04
1.211409498e-06,6.287103740e-01,6.285651470e-01,1.452269431e-04
1.214967238e-06,6.300507090e-01,6.299057834e-01,1.449256478e-04
1.218524978e-06,6.313893462e-01,6.312447222e-01,1.446240761e-04
1.222082718e-06,6.327262940e-01,6.325819712e-01,1.443228310e-04
1.225640457e-06,6.340615608e-01,6.339175411e-01,1.440197598e-04
1.229198197e-06,6.353951550e-01,6.352514378e-01,1.437172321e-04
1.232755937e-06,6.367270850e-01,6.365836718e-01,1.434132277e-04
1.236313677e-06,6.380573592e-01,6.379142503e-01,1.431088494e-04
1.239871416e-06,6.393859856e-01,6.392431780e-01,1.428076143e-04
1.243429156e-06,6.407129727e-01,6.405704697e-01,1.425029938e-04
1.246986896e-06,6.420383286e-01,6.418961319e-01,1.421966728e-04
1.250544636e-06,6.433620614e-01,6.432201709e-01,1.418905109e-04
1.254102375e-06,6.446841793e-01,6.445425954e-01,1.415838141e-04
1.257660115e-06,6.460046903e-01,6.458634135e-01,1.412767150e-04
1.261217855e-06,6.473236024e-01,6.471826340e-01,1.409683987e-04
1.264775595e-06,6.486409237e-01,6.485002631e-01,1.406606175e-04
1.268333334e-06,6.499566621e-01,6.498163099e-01,1.403521499e-04
1.271891074e-06,6.512708254e-01,6.511307820e-01,1.400434429e-04
1.275448814e-06,6.525834217e-01,6.524436881e-01,1.397336130e-04
1.279006554e-06,6.538944586e-01,6.537550346e-01,1.394239893e-04
1.282564294e-06,6.552039440e-01,6.550648308e-01,1.391132330e-04
1.286122033e-06,6.565118857e-01,6.563730830e-01,1.388026814e-04
1.289679773e-06,6.578182913e-01,6.576797993e-01,1.384919341e-04
1.293237513e-06,6.591231685e-01,6.589849877e-01,1.381807819e-04
1.296795253e-06,6.604265250e-01,6.602886562e-01,1.378687693e-04
1.300352992e-06,6.617283683e-01,6.615908114e-01,1.375569285e-04
1.303910732e-06,6.630287061e-01,6.628914617e-01,1.372444189e-04
1.307468472e-06,6.643275458e-01,6.641906135e-01,1.369323325e-04
1.311026212e-06,6.656248949e-01,6.654882720e-01,1.366229353e-04
1.314583951e-06,6.669207609e-01,6.667844513e-01,1.363096563e-04
1.318141691e-06,6.682151512e-01,6.680791552e-01,1.359959970e-04
1.321699431e-06,6.695080731e-01,6.693723908e-01,1.356823388e-04
1.325257171e-06,6.707995340e-01,6.706641658e-01,1.353682330e-04
1.328814910e-06,6.720895413e-01,6.719544874e-01,1.350538450e-04
1.332372650e-06,6.733781020e-01,6.732433622e-01,1.347398102e-04
1.335930390e-06,6.746652236e-01,6.745307988e-01,1.344247800e-04
1.339488130e-06,6.759509131e-01,6.758168037e-01,1.341094398e-04
1.343045869e-06,6.772351778e-01,6.771013834e-01,1.337944058e-04
1.346603609e-06,6.785180247e-01,6.783845453e-01,1.334794236e-04
1.350161349e-06,6.797994609e-01,6.796662971e-01,1.331638490e-04
1.353719089e-06,6.810794935e-01,6.809466455e-01,1.328480051e-04
1.357276828e-06,6.823581296e-01,6.822255974e-01,1.325321132e-04
1.360834568e-06,6.836353759e-01,6.835031597e-01,1.322162711e-04
1.364392308e-06,6.849112396e-01,6.847793397e-01,1.318998623e-04
1.367950048e-06,6.861857275e-01,6.860541437e-01,1.315837649e-04
1.371507788e-06,6.874588465e-01,6.873275795e-01,1.312670144e-04
1.375065527e-06,6.887306034e-01,6.885996527e-01,1.309507232e-04
